city;city_ascii;city_alt;lat;lng;country;iso2;iso3
Deuil-la-Barre;Deuil-la-Barre;Deuil;48,9767;2,3272;France;FR;FRA
Tassin-la-Demi-Lune;Tassin-la-Demi-Lune;Tassin|Tassin-la-L?ne;45,764;4,78;France;FR;FRA
Loos;Loos;;50,6128;3,0144;France;FR;FRA
Millau;Millau;Millan;44,0986;3,0783;France;FR;FRA
Villeneuve-sur-Lot;Villeneuve-sur-Lot;Villeneuve;44,4081;0,705;France;FR;FRA
V?lizy-Villacoublay;Velizy-Villacoublay;Villacoublay|V?lizy;48,7834;2,1834;France;FR;FRA
Sainte-Foy-l?s-Lyon;Sainte-Foy-les-Lyon;Saint-Foy|Sainte-Foy-lez-Lyon|Sainte-Foy;45,73;4,8;France;FR;FRA
Le Petit-Quevilly;Le Petit-Quevilly;Quevilly le Petit|Petit-Quevilly;49,4311;1,0539;France;FR;FRA
Olivet;Olivet;;47,8639;1,9006;France;FR;FRA
Chaumont;Chaumont;Chaumont-en-Bassigny|Chaumont Enbassigby|Chaumant;48,1117;5,1389;France;FR;FRA
Auch;Auch;;43,6465;0,5855;France;FR;FRA
Dammarie-l?-Lys;Dammarie-le-Lys;Dammarie;48,5177;2,6402;France;FR;FRA
Montigny-l?s-Metz;Montigny-les-Metz;Metz-l?s-Montigny|Montigny;49,1006;6,1539;France;FR;FRA
Le Creusot;Le Creusot;;46,8014;4,4411;France;FR;FRA
Montigny-l?s-Cormeilles;Montigny-les-Cormeilles;Montigny;48,9944;2,1958;France;FR;FRA
Forbach;Forbach;;49,19;6,9;France;FR;FRA
Arcueil;Arcueil;;48,8075;2,3361;France;FR;FRA
Montmorency;Montmorency;;48,9906;2,3228;France;FR;FRA
Hazebrouck;Hazebrouck;;50,725;2,5392;France;FR;FRA
Villeneuve-le-Roi;Villeneuve-le-Roi;Villeneuve;48,7333;2,4167;France;FR;FRA
Gif-sur-Yvette;Gif-sur-Yvette;Gif;48,7018;2,1339;France;FR;FRA
Cou?ron;Coueron;;47,2156;-1,7228;France;FR;FRA
Thorigny-sur-Marne;Thorigny-sur-Marne;Thorigny;48,8788;2,7075;France;FR;FRA
Longjumeau;Longjumeau;;48,6943;2,2958;France;FR;FRA
Saint-Genis-Laval;Saint-Genis-Laval;Saint Genis;45,696;4,793;France;FR;FRA
Allauch;Allauch;;43,3369;5,4828;France;FR;FRA
Saint-Louis;Saint-Louis;Saint-Ludwig;47,59;7,57;France;FR;FRA
La Madeleine;La Madeleine;La Madeleine-les-Lille|Madeleine;50,6558;3,071;France;FR;FRA
Gujan-Mestras;Gujan-Mestras;Gujan-et-Mestras|Gujan;44,6364;-1,0667;France;FR;FRA
Neuilly-Plaisance;Neuilly-Plaisance;;48,8619;2,5064;France;FR;FRA
Coudekerque-Branche;Coudekerque-Branche;Couderkerque-Branche|Coudekerque;51,0253;2,3917;France;FR;FRA
Les Pennes-Mirabeau;Les Pennes-Mirabeau;Les-Pennes-Mirabeau|Les Pennes;43,4106;5,3103;France;FR;FRA
Croix;Croix;;50,6781;3,1508;France;FR;FRA
Beaune;Beaune;;47,025;4,8397;France;FR;FRA
Fleury-les-Aubrais;Fleury-les-Aubrais;Les Aubrais;47,9512;1,8745;France;FR;FRA
Ach?res;Acheres;;48,9602;2,0684;France;FR;FRA
La Celle-Saint-Cloud;La Celle-Saint-Cloud;La Celle;48,8411;2,1344;France;FR;FRA
Morsang-sur-Orge;Morsang-sur-Orge;Morsang;48,6618;2,3461;France;FR;FRA
Le M?e-sur-Seine;Le Mee-sur-Seine;Le M?e;48,5333;2,6289;France;FR;FRA
Halluin;Halluin;;50,7836;3,1256;France;FR;FRA
Gardanne;Gardanne;;43,4553;5,476;France;FR;FRA
Sarreguemines;Sarreguemines;Saargemines|Saargem?nd|Saargemuend|Sarrequemines;49,11;7,07;France;FR;FRA
Mons-en-Baroeul;Mons-en-Baroeul;Mons-en-Baroul|Mons;50,6369;3,1103;France;FR;FRA
Saint-Jean-de-Braye;Saint-Jean-de-Braye;;47,9128;1,9719;France;FR;FRA
Saint-Gratien;Saint-Gratien;;48,9719;2,2828;France;FR;FRA
Dax;Dax;;43,71;-1,05;France;FR;FRA
Bourg-la-Reine;Bourg-la-Reine;Bourge la Reine;48,7796;2,3151;France;FR;FRA
Challans;Challans;;46,8467;-1,8781;France;FR;FRA
Chaville;Chaville;;48,8086;2,1886;France;FR;FRA
Castelnau-le-Lez;Castelnau-le-Lez;Castelnau;43,6369;3,9019;France;FR;FRA
Wasquehal;Wasquehal;;50,6694;3,1308;France;FR;FRA
Mantes-la-Ville;Mantes-la-Ville;;48,975;1,7117;France;FR;FRA
Foug?res;Fougeres;;48,3525;-1,1986;France;FR;FRA
Pertuis;Pertuis;;43,695;5,5036;France;FR;FRA
Ozoir-la-Ferri?re;Ozoir-la-Ferriere;Ozoir;48,778;2,68;France;FR;FRA
Lisieux;Lisieux;;49,15;0,23;France;FR;FRA
Montereau-faut-Yonne;Montereau-faut-Yonne;Montereau|Montereau-fault-Yone;48,3853;2,9508;France;FR;FRA
Chilly-Mazarin;Chilly-Mazarin;;48,7025;2,3125;France;FR;FRA
Le Plessis-Tr?vise;Le Plessis-Trevise;Plessis-Tr?vise;48,8111;2,5717;France;FR;FRA
Voiron;Voiron;;45,3642;5,5906;France;FR;FRA
Cournon-d?Auvergne;Cournon-d'Auvergne;Cournon;45,7422;3,1972;France;FR;FRA
Nogent-sur-Oise;Nogent-sur-Oise;Nogent;49,2756;2,4683;France;FR;FRA
Hendaye;Hendaye;;43,3586;-1,7744;France;FR;FRA
Beausoleil;Beausoleil;;43,7419;7,4236;France;FR;FRA
Comines;Comines;;50,7611;3,0078;France;FR;FRA
Jeumont;Jeumont;;50,2944;4,1014;France;FR;FRA
Ferney-Voltaire;Ferney-Voltaire;Ferney;46,2558;6,1081;France;FR;FRA
Leers;Leers;;50,6817;3,2439;France;FR;FRA
Mont-Saint-Martin;Mont-Saint-Martin;;49,5406;5,7794;France;FR;FRA
Chamonix-Mont-Blanc;Chamonix-Mont-Blanc;Chamonix;45,9222;6,8689;France;FR;FRA
Coutances;Coutances;;49,0453;-1,4453;France;FR;FRA
Wissembourg;Wissembourg;Wissemborg|Weissenburg;49,0375;7,9461;France;FR;FRA
Huningue;Huningue;;47,5914;7,5831;France;FR;FRA
Givet;Givet;;50,1381;4,8242;France;FR;FRA
Qui?vrechain;Quievrechain;;50,3953;3,6669;France;FR;FRA
Petite-Rosselle;Petite-Rosselle;Petit Rossel|Petite-Rousselle|Kleinrosseln;49,2117;6,8575;France;FR;FRA
Delle;Delle;;47,5069;6,9981;France;FR;FRA
Wervicq-Sud;Wervicq-Sud;;50,7722;3,0478;France;FR;FRA
Cap-d?Ail;Cap-d'Ail;;43,7211;7,4056;France;FR;FRA
Bray-Dunes;Bray-Dunes;Bray;51,0711;2,5275;France;FR;FRA
Toufflers;Toufflers;;50,6608;3,2297;France;FR;FRA
Sospel;Sospel;;43,8769;7,4483;France;FR;FRA
La Turbie;La Turbie;;43,7456;7,4008;France;FR;FRA
Coquelles;Coquelles;;50,935;1,7992;France;FR;FRA
Longlaville;Longlaville;;49,5342;5,7986;France;FR;FRA
Lauterbourg;Lauterbourg;Sautersbourg|Lauterburg|Lauterberg;48,9753;8,1739;France;FR;FRA
Tende;Tende;Tenda;44,0878;7,5936;France;FR;FRA
Breil-sur-Roya;Breil-sur-Roya;Breil;43,9372;7,5144;France;FR;FRA
Challex;Challex;Challez|Challeux;46,1814;5,9758;France;FR;FRA
Cerb?re;Cerbere;;42,4433;3,1647;France;FR;FRA
Bourg-Madame;Bourg-Madame;;42,4342;1,9439;France;FR;FRA
Ohain;Ohain;;50,0406;4,1186;France;FR;FRA
Castellar;Castellar;;43,8036;7,4967;France;FR;FRA
Chalamp?;Chalampe;;47,8206;7,5411;France;FR;FRA
Vieux-Reng;Vieux-Reng;Vieux-Rengt;50,3292;4,0469;France;FR;FRA
Saint-Gingolph;Saint-Gingolph;;46,3922;6,8019;France;FR;FRA
Scheibenhard;Scheibenhard;;48,9789;8,1369;France;FR;FRA
Gognies-Chauss?e;Gognies-Chaussee;;50,3397;3,9444;France;FR;FRA
La Brigue;La Brigue;La Brigue-de-Nice|Briga-Marittima;44,0625;7,6164;France;FR;FRA
Lanslebourg-Mont-Cenis;Lanslebourg-Mont-Cenis;Lanslebourg;45,2858;6,8792;France;FR;FRA
Le Perthus;Le Perthus;;42,4642;2,8628;France;FR;FRA
Mondorff;Mondorff;;49,5033;6,2711;France;FR;FRA
Aragnouet;Aragnouet;;42,7889;0,2361;France;FR;FRA
Larrau;Larrau;;43,0186;-0,9558;France;FR;FRA
L?Hospitalet-pr?s-l?Andorre;L'Hospitalet-pres-l'Andorre;Soldeu l?Hospitalet|L?Hospitalet;42,5908;1,8031;France;FR;FRA
Urdos;Urdos;;42,8731;-0,555;France;FR;FRA
Saint-Oblas;Saint-Oblas;;45,5674;5,0447;France;FR;FRA
Louresse;Louresse;Louresse-Rochemenier;47,2393;-0,3134;France;FR;FRA
Olmet;Olmet;;44,9542;2,6108;France;FR;FRA
Olmet;Olmet;;45,7099;3,6615;France;FR;FRA
Gottenhouse;Gottenhouse;;48,7211;7,3621;France;FR;FRA
Bergues;Bergues;;50,9688;2,4324;France;FR;FRA
Villelongue;Villelongue;;45,8647;2,8817;France;FR;FRA
Saint-Martin-d?Arrossa;Saint-Martin-d'Arrossa;Saint-Martin d?Arrosa|Saint-Martin;43,2378;-1,313;France;FR;FRA
Marre;Marre;;49,2101;5,3008;France;FR;FRA
Neuve-Maison;Neuve-Maison;;49,9309;4,0326;France;FR;FRA
Housseras;Housseras;;48,3109;6,7098;France;FR;FRA
Charmes;Charmes;;46,0752;3,2521;France;FR;FRA
La Bastide-des-Fons;La Bastide-des-Fons;La Bastide-des-Fonds;43,8326;3,2055;France;FR;FRA
Fomerey;Fomerey;;48,2203;6,3393;France;FR;FRA
Le Suchois;Le Suchois;Suchois;47,6231;3,4614;France;FR;FRA
Vandelainville;Vandelainville;;49,0171;5,9768;France;FR;FRA
Soumensac;Soumensac;;44,69;0,3269;France;FR;FRA
Saint-Amand-le-Petit;Saint-Amand-le-Petit;Saint-Amand;45,7754;1,751;France;FR;FRA
Caldaja;Caldaja;;41,5861;9,3009;France;FR;FRA
Nizan-Gesse;Nizan-Gesse;Nizan|Nizan-sur-Gesse;43,2335;0,5975;France;FR;FRA
Oberdorff;Oberdorff;;49,2738;6,5925;France;FR;FRA
Bocca di l?Oru;Bocca di l'Oru;Bocca del Oro|Bocca dell Oro;41,5462;9,2852;France;FR;FRA
Les Mottes;Les Mottes;;49,6636;0,7811;France;FR;FRA
Montheries;Montheries;;48,1677;4,9093;France;FR;FRA
Reux;Reux;;49,2763;0,1562;France;FR;FRA
Keranfubu;Keranfubu;;48,4748;-3,2661;France;FR;FRA
La Colle-sur-Loup;La Colle-sur-Loup;La Colle;43,6865;7,1038;France;FR;FRA
Chambley;Chambley;Chambley-Bussi?res;49,0485;5,8984;France;FR;FRA
Le Mas du Bourg;Le Mas du Bourg;;45,5548;-0,0983;France;FR;FRA
La Bastide-de-Besplas;La Bastide-de-Besplas;La Bastide;43,1663;1,2752;France;FR;FRA
Calasima;Calasima;Calasuna;42,3328;8,9519;France;FR;FRA
Coutras;Coutras;;45,0407;-0,1289;France;FR;FRA
Condat;Condat;Condat-en-F?niers;45,3408;2,7566;France;FR;FRA
Condat;Condat;;45,3438;3,6009;France;FR;FRA
Marly;Marly;;50,3456;3,5496;France;FR;FRA
Roya;Roya;La Roya|Roja;44,1833;6,9333;France;FR;FRA
Sainte-Pience;Sainte-Pience;;48,7588;-1,3003;France;FR;FRA
Verne;Verne;;45,1686;4,2537;France;FR;FRA
Verne;Verne;;46,5216;2,9798;France;FR;FRA
Musigny;Musigny;;47,1629;4,52;France;FR;FRA
Braslou;Braslou;;47,0002;0,3923;France;FR;FRA
Le Mage;Le Mage;;48,5508;1,2931;France;FR;FRA
Velogny;Velogny;;47,4038;4,4627;France;FR;FRA
Aguts;Aguts;;43,5305;1,9204;France;FR;FRA
Maulnes;Maulnes;;47,8928;4,2213;France;FR;FRA
Bunus;Bunus;;43,2098;-1,0694;France;FR;FRA
Br?tigny;Bretigny;;49,2146;0,6783;France;FR;FRA
Br?tigny;Bretigny;;49,9178;1,3215;France;FR;FRA
Les Arnoux;Les Arnoux;;46,6898;3,481;France;FR;FRA
La Villeneuve;La Villeneuve;Villeneuve;45,1738;4,8906;France;FR;FRA
Ainac;Ainac;Ainar;44,2167;6,2;France;FR;FRA
Ch?teau-Gontier;Chateau-Gontier;;47,8287;-0,7027;France;FR;FRA
Les Passerats;Les Passerats;;48,0303;2,8932;France;FR;FRA
Saint-Martin-Plage;Saint-Martin-Plage;;49,968;1,2033;France;FR;FRA
Manin;Manin;;50,2977;2,5116;France;FR;FRA
Laas;Laas;;43,4689;0,3109;France;FR;FRA
Bazoches-les-Gallerandes;Bazoches-les-Gallerandes;Bazoches;48,1654;2,0432;France;FR;FRA
Novella;Novella;;42,5846;9,1172;France;FR;FRA
Clairefontaine;Clairefontaine;;48,6127;1,9129;France;FR;FRA
Ch?nedouit;Chenedouit;;48,7593;-0,3419;France;FR;FRA
R?cicourt;Recicourt;;49,1412;5,157;France;FR;FRA
Plassac;Plassac;;45,1041;-0,6471;France;FR;FRA
Plassac;Plassac;;45,4668;-0,5683;France;FR;FRA
Plassac;Plassac;;45,5264;0,0645;France;FR;FRA
Le Vernay;Le Vernay;Le Verncy;44,9702;5,6081;France;FR;FRA
Dessenheim;Dessenheim;;47,9777;7,4889;France;FR;FRA
Soisy-sur-Seine;Soisy-sur-Seine;Soisy;48,6488;2,4522;France;FR;FRA
Saint-Pardoux-de-Mareuil;Saint-Pardoux-de-Mareuil;;45,4356;0,4449;France;FR;FRA
Touille;Touille;;43,08;0,9736;France;FR;FRA
Croisette;Croisette;;50,3548;2,2604;France;FR;FRA
Les Garots;Les Garots;;46,5662;2,9591;France;FR;FRA
Landricourt;Landricourt;;48,6165;4,8106;France;FR;FRA
Mouton;Mouton;;45,8913;0,2426;France;FR;FRA
Mauny;Mauny;;49,3842;0,8848;France;FR;FRA
M?rignas;Merignas;;44,7845;-0,0872;France;FR;FRA
Les Moulins;Les Moulins;;44,9817;4,0553;France;FR;FRA
Les Moulins;Les Moulins;;45,104;4,2228;France;FR;FRA
Les Moulins;Les Moulins;;44,7672;5,7243;France;FR;FRA
Nogent-le-Bas;Nogent-le-Bas;;48,0197;5,3332;France;FR;FRA
Le Buat;Le Buat;;48,6344;-1,1739;France;FR;FRA
Saizenay;Saizenay;;46,9626;5,9149;France;FR;FRA
Collonges-au-Mont-d?Or;Collonges-au-Mont-d'Or;Collonges;45,8239;4,8402;France;FR;FRA
Vi?pres-le-Petit;Viapres-le-Petit;;48,5633;4,0427;France;FR;FRA
Machy;Machy;;48,1383;4,0477;France;FR;FRA
Les Adoux;Les Adoux;;46,0167;1,4833;France;FR;FRA
La Barantonnerie;La Barantonnerie;;48,6833;1,85;France;FR;FRA
Sabaillan;Sabaillan;;43,4424;0,8115;France;FR;FRA
Villeneuve-sur-Bellot;Villeneuve-sur-Bellot;Villeneuve;48,862;3,3414;France;FR;FRA
Verlans;Verlans;;47,5716;6,719;France;FR;FRA
Goutte-des-Saints;Goutte-des-Saints;;46,5819;2,3958;France;FR;FRA
Sarcenas;Sarcenas;;45,2736;5,758;France;FR;FRA
Sarcenas;Sarcenas;;45,2102;4,3867;France;FR;FRA
Bonnebosq;Bonnebosq;;49,2035;0,0779;France;FR;FRA
Lisle-en-Barrois;Lisle-en-Barrois;Lisle;48,8965;5,1256;France;FR;FRA
La Planche de Gourdon;La Planche de Gourdon;;44,7315;4,4482;France;FR;FRA
La Ribeyrie;La Ribeyrie;Ribeyrie;44,8885;0,5506;France;FR;FRA
Ch?tres-la-For?t;Chatres-la-Foret;Ch?tres;48,1333;-0,4305;France;FR;FRA
La Caill?re;La Caillere;Caillere;45,7529;0,3394;France;FR;FRA
Tornay;Tornay;;47,7002;5,6063;France;FR;FRA
Bailly;Bailly;;49,4957;2,9697;France;FR;FRA
Arengosse;Arengosse;;44,0031;-0,7881;France;FR;FRA
Montremont;Montremont;;45,8581;6,2801;France;FR;FRA
Quellenec;Quellenec;;48,0167;-4,0333;France;FR;FRA
Bois-Champ-Beau;Bois-Champ-Beau;;48,3583;2,2228;France;FR;FRA
Kerydreuf-en-Plouhinec;Kerydreuf-en-Plouhinec;Kerydreuf|Keridreuff;48,039;-4,4813;France;FR;FRA
Kermaquer;Kermaquer;;48,6833;-3,6667;France;FR;FRA
Mons?gur;Monsegur;;44,6506;0,0806;France;FR;FRA
Mons?gur;Monsegur;;43,4317;-0,0154;France;FR;FRA
Mons?gur;Monsegur;;44,4842;0,8796;France;FR;FRA
Mons?gur;Monsegur;;43,6048;-0,5421;France;FR;FRA
Kerguec?h;Kerguec'h;;47,3617;-3,2484;France;FR;FRA
L??caille;L'Ecaille;;49,4168;4,212;France;FR;FRA
Leffincourt;Leffincourt;;49,3873;4,5467;France;FR;FRA
Bousignies-sur-Roc;Bousignies-sur-Roc;Bousignies;50,2632;4,1821;France;FR;FRA
Mercenac;Mercenac;;43,0405;1,0775;France;FR;FRA
Bas Bourg;Bas Bourg;;48,1167;-0,9833;France;FR;FRA
Spelonca;Spelonca;;42,1316;8,9774;France;FR;FRA
Le Port;Le Port;Port;42,8693;1,3725;France;FR;FRA
Boug?s;Bouges;;44,3016;3,6931;France;FR;FRA
Fl?r?-la-Rivi?re;Flere-la-Riviere;Fl?r?;47,0201;1,1079;France;FR;FRA
Le Marais de Sin;Le Marais de Sin;;50,3757;3,1193;France;FR;FRA
Ricarville;Ricarville;;49,6353;0,6073;France;FR;FRA
Le Passage;Le Passage;;48,391;-4,3801;France;FR;FRA
Chourgnac;Chourgnac;Chourgnac-d?Ans;45,2365;1,0598;France;FR;FRA
Berrogain;Berrogain;Berrogain-Laruns;43,2518;-0,8545;France;FR;FRA
Pont-Arcy;Pont-Arcy;;49,3945;3,6306;France;FR;FRA
Lanne;Lanne;;43,1646;0,014;France;FR;FRA
?cuillon;Ecuillon;;48,1186;1,7479;France;FR;FRA
Bienville;Bienville;;48,5758;5,0458;France;FR;FRA
Montmort;Montmort;;48,9246;3,8093;France;FR;FRA
Cliponville;Cliponville;;49,6886;0,682;France;FR;FRA
Bretten;Bretten;;47,7013;7,0695;France;FR;FRA
Saint-Marcel-l?s-Annonay;Saint-Marcel-les-Annonay;Saint Marcel;45,2861;4,6262;France;FR;FRA
Vigneul-sous-Montm?dy;Vigneul-sous-Montmedy;Vigneul;49,5104;5,3333;France;FR;FRA
Rodelle;Rodelle;;44,4906;2,6265;France;FR;FRA
Vauciennes;Vauciennes;;49,05;3,8833;France;FR;FRA
Tign?court;Tignecourt;;48,0427;5,8927;France;FR;FRA
Le Marot;Le Marot;;48,0667;3,85;France;FR;FRA
Bouconville;Bouconville;;48,5944;1,4508;France;FR;FRA
Ch?ne-Bernard;Chene-Bernard;;46,9204;5,4808;France;FR;FRA
Infray;Infray;Hinfray;49,9838;1,6308;France;FR;FRA
Stas;Stas;;48,18;2,0631;France;FR;FRA
Ang?;Ange;;47,3316;1,2447;France;FR;FRA
Toulon-sur-Allier;Toulon-sur-Allier;Toulon;46,5177;3,3592;France;FR;FRA
La Brugui?re;La Bruguiere;;44,1113;4,4127;France;FR;FRA
Gourette;Gourette;;42,9667;-0,3333;France;FR;FRA
Cou?treux;Couetreux;;47,6005;-1,468;France;FR;FRA
La Truch?re;La Truchere;;46,5162;4,9522;France;FR;FRA
Belleuse;Belleuse;;49,7067;2,1162;France;FR;FRA
Brethenoux;Brethenoux;;45,8412;0,7824;France;FR;FRA
Saint-Cirq;Saint-Cirq;;44,9256;0,9688;France;FR;FRA
Arraggio;Arraggio;Araggio;41,6444;9,2665;France;FR;FRA
Stuckange;Stuckange;;49,3266;6,2381;France;FR;FRA
Saint-Germain-sur-S?ves;Saint-Germain-sur-Seves;Saint-Germain;49,2221;-1,3694;France;FR;FRA
La Pomelie;La Pomelie;;45,3499;1,1807;France;FR;FRA
La Boissi?re;La Boissiere;;48,7718;1,9811;France;FR;FRA
La Boissi?re;La Boissiere;;47,9203;-3,9028;France;FR;FRA
La Boissi?re;La Boissiere;;47,95;-1,6333;France;FR;FRA
La Boissi?re;La Boissiere;;48,0187;-4,2518;France;FR;FRA
La Croix de Chenoise;La Croix de Chenoise;La Croix;48,6134;3,1797;France;FR;FRA
La Boissi?re;La Boissiere;;48,1748;1,849;France;FR;FRA
Villerajouze;Villerajouze;;46,0117;1,0068;France;FR;FRA
Maltaverne;Maltaverne;;47,9994;2,7855;France;FR;FRA
Fey-en-Haye;Fey-en-Haye;Fey;48,903;5,9612;France;FR;FRA
Saint-Huret;Saint-Huret;;46,5667;2,38;France;FR;FRA
Triac;Triac;;45,6774;-0,1163;France;FR;FRA
Roquelaure;Roquelaure;;43,7196;0,5793;France;FR;FRA
Le Mesnil-Rainfray;Le Mesnil-Rainfray;;48,6669;-1,0568;France;FR;FRA
Ch?ry;Chery;;47,1211;2,0461;France;FR;FRA
La Sabotterie;La Sabotterie;;49,5461;4,6703;France;FR;FRA
Peuplingues;Peuplingues;;50,9141;1,7651;France;FR;FRA
La Thibauderie;La Thibauderie;;47,0474;2,57;France;FR;FRA
Ouerray;Ouerray;;48,4315;1,4175;France;FR;FRA
Samson;Samson;;47,0538;5,8789;France;FR;FRA
Boitron;Boitron;;48,5591;0,2602;France;FR;FRA
Loye-sur-Arnon;Loye-sur-Arnon;Loye;46,653;2,387;France;FR;FRA
Sainte-Honorine-la-Chardonnerette;Sainte-Honorine-la-Chardonnerette;;49,2086;-0,274;France;FR;FRA
Notre-Dame-de-Monts;Notre-Dame-de-Monts;Notre-Dame;46,831;-2,1317;France;FR;FRA
Maur?s;Maures;;44,6901;0,804;France;FR;FRA
Saint-Leau;Saint-Leau;;48,0941;-2,6006;France;FR;FRA
Bosc-?deline;Bosc-Edeline;;49,5704;1,4263;France;FR;FRA
Cret d?Aiguilly;Cret d'Aiguilly;;46,0727;4,1391;France;FR;FRA
La Pommeraye;La Pommeraye;;47,3553;-0,8601;France;FR;FRA
Glasenberg;Glasenberg;;49,0308;7,3641;France;FR;FRA
Pierrefitte-sur-Sauldre;Pierrefitte-sur-Sauldre;Pierrefitte;47,5125;2,1503;France;FR;FRA
Kervalet;Kervalet;;47,2797;-2,4601;France;FR;FRA
Morteaux-Couliboeuf;Morteaux-Couliboeuf;Morteaux;48,9248;-0,0685;France;FR;FRA
La Siboti?re;La Sibotiere;;48,4973;0,8715;France;FR;FRA
Les Riceys;Les Riceys;;47,9939;4,3699;France;FR;FRA
Le Vial;Le Vial;;45,2333;5,3167;France;FR;FRA
Bugni?res;Bugnieres;;47,9432;5,1017;France;FR;FRA
Jola;Jola;Iola;42,068;9,2742;France;FR;FRA
Floyon;Floyon;;50,0422;3,8867;France;FR;FRA
Les Mazi?res;Les Mazieres;;46,1596;2,7407;France;FR;FRA
Chamadelle;Chamadelle;;45,1035;-0,0768;France;FR;FRA
Bosmont-sur-Serre;Bosmont-sur-Serre;Bosmont;49,7318;3,8587;France;FR;FRA
Champcenest;Champcenest;;48,6711;3,2821;France;FR;FRA
Blis-et-Born;Blis-et-Born;;45,1813;0,9064;France;FR;FRA
Arganchy;Arganchy;;49,2374;-0,737;France;FR;FRA
Proveysieux;Proveysieux;;45,2603;5,6971;France;FR;FRA
Espagnac;Espagnac;;44,5927;1,8403;France;FR;FRA
Saint-Outrille;Saint-Outrille;;47,1438;1,8408;France;FR;FRA
Erckartswiller;Erckartswiller;Erkartswiller;48,8761;7,3646;France;FR;FRA
Calvignac;Calvignac;;44,4643;1,7787;France;FR;FRA
Kindwiller;Kindwiller;Kindweiler;48,8625;7,597;France;FR;FRA
La Mazi?re-aux-Bons-Hommes;La Maziere-aux-Bons-Hommes;La Mazi?re;45,8836;2,4408;France;FR;FRA
Revigny-sur-Ornain;Revigny-sur-Ornain;Revigny;48,8302;4,9856;France;FR;FRA
Farges-l?s-M?con;Farges-les-Macon;Farges;46,5116;4,9014;France;FR;FRA
Verneuil-Moustiers;Verneuil-Moustiers;Verneuil|Verneuil-Moutiers;46,34;1,135;France;FR;FRA
Balschwiller;Balschwiller;;47,671;7,1691;France;FR;FRA
L?Isle-sur-Serein;L'Isle-sur-Serein;L?Isle;47,5884;4,0045;France;FR;FRA
Belmont-d?Azergues;Belmont-d'Azergues;;45,8683;4,6698;France;FR;FRA
Saint-Lumine-de-Clisson;Saint-Lumine-de-Clisson;Saint-Lumine;47,0828;-1,3372;France;FR;FRA
Saint-Lamain;Saint-Lamain;;46,7953;5,6021;France;FR;FRA
Blainville-Crevon;Blainville-Crevon;Blainville;49,504;1,2995;France;FR;FRA
Qu?r?naing;Querenaing;;50,2864;3,5132;France;FR;FRA
Saint-Joseph-de-Rivi?re;Saint-Joseph-de-Riviere;Saint-Joseph;45,3757;5,6964;France;FR;FRA
Fontvieille;Fontvieille;;43,3228;5,4926;France;FR;FRA
Fontvieille;Fontvieille;;43,7267;4,7079;France;FR;FRA
?lise;Elise;;49,0456;4,8672;France;FR;FRA
Besse;Besse;;45,367;3,2778;France;FR;FRA
Besse;Besse;;45,2448;3,9891;France;FR;FRA
Besse;Besse;;45,0961;2,3493;France;FR;FRA
Besse;Besse;;45,072;6,1707;France;FR;FRA
Besse;Besse;;45,3027;3,1417;France;FR;FRA
Besse;Besse;;45,3362;3,0595;France;FR;FRA
Malbosc;Malbosc;;44,346;4,0727;France;FR;FRA
Crachier;Crachier;;45,5479;5,2246;France;FR;FRA
La Fraise;La Fraise;;43,485;2,8986;France;FR;FRA
Guenviller;Guenviller;;49,1065;6,7988;France;FR;FRA
Le Don;Le Don;;46,774;1,4528;France;FR;FRA
Firfol;Firfol;;49,1541;0,3198;France;FR;FRA
Saint-Martin-de-Goyne;Saint-Martin-de-Goyne;Saint-Martin;44,0036;0,5663;France;FR;FRA
Le Cosquer;Le Cosquer;;48,3666;-4,5481;France;FR;FRA
Le Cosquer;Le Cosquer;;47,748;-3,3317;France;FR;FRA
Verneuil;Verneuil;;46,8606;3,5588;France;FR;FRA
Ribeauville;Ribeauville;;50,0429;3,5854;France;FR;FRA
Le Muratel;Le Muratel;;45,7049;2,6417;France;FR;FRA
Bourdeilles;Bourdeilles;;45,3219;0,5862;France;FR;FRA
Goetzenbruck;Goetzenbruck;G?tzenbr?ck;48,9778;7,3796;France;FR;FRA
Eyrayas;Eyrayas;;45,2058;3,8655;France;FR;FRA
Le Boisgeloup;Le Boisgeloup;;49,258;1,7807;France;FR;FRA
Saint-Pompain;Saint-Pompain;;46,4411;-0,6001;France;FR;FRA
Besneville;Besneville;;49,3677;-1,6273;France;FR;FRA
S?cheras;Secheras;;45,13;4,7703;France;FR;FRA
Mornex;Mornex;;46,1649;6,2378;France;FR;FRA
Viel;Viel;;44,9991;1,4931;France;FR;FRA
Saint-Abraham;Saint-Abraham;;47,8559;-2,4093;France;FR;FRA
Grugies;Grugies;;49,8122;3,2682;France;FR;FRA
Bonne Fontaine;Bonne Fontaine;;47,1605;-1,3039;France;FR;FRA
Lomont-sur-Cr?te;Lomont-sur-Crete;Lomont;47,3375;6,4307;France;FR;FRA
Auxon-Dessous;Auxon-Dessous;;47,3;5,95;France;FR;FRA
Joiselle;Joiselle;;48,7709;3,5154;France;FR;FRA
Argentine;Argentine;;45,4724;0,3765;France;FR;FRA
Argentine;Argentine;;46,8762;-0,1602;France;FR;FRA
Coudray;Coudray;;47,7911;-0,644;France;FR;FRA
S?meries;Semeries;;50,1198;3,9985;France;FR;FRA
Saint-Andrieux;Saint-Andrieux;;49,5426;0,0922;France;FR;FRA
